"","pctilleg","pctkids2par","numilleg","racepctwhite","racepctblack","pctpersdensehouse","pctfam2par","pctvacantboarded","numstreet","pcthouseless3br","malepctdivorce","mixedCommunity","immigrantCommunity","violentcrimesperpopulation"
"1063",0.09,0.81,0,0.95,0.03,0.02,0.71,0,0,0.63,0.37,1,2,0.07
"1064",0.1,0.61,0,0.7,0.05,0.12,0.58,0.16,0,0.53,0.64,1,1,0.09
"1065",0.32,0.5,0.01,0.62,0.02,0.5,0.5,0.06,0,0.79,0.51,2,2,0.26
"1066",0.28,0.45,0.01,0.42,0.04,0.93,0.58,1,0,0.55,0.42,2,1,0.17
"1067",0.06,0.89,0,0.85,0.11,0.05,0.86,0.01,0,0.37,0.3,1,1,0.07
"1068",0.15,0.64,0,0.69,0.04,0.37,0.65,0.02,0,0.32,0.55,2,2,0.31
"1069",0.1,0.76,0,0.95,0.04,0.03,0.73,0.05,0,0.51,0.57,1,1,0.07
"1070",0.25,0.6,0.09,0.81,0.03,0.2,0.54,0.52,0.37,0.7,0.71,2,2,0.33
"1071",0.05,0.44,0,0.98,0.02,0.04,0.4,0,0.01,0.94,0.37,1,1,0.15
"1072",0.23,0.5,0.02,0.93,0.01,0.23,0.46,0.17,0.01,0.65,0.77,1,1,0.21
"1073",0.15,0.74,0.03,0.82,0.03,0.25,0.77,0,0,0.27,0.45,2,2,0.1
"1074",0.46,0.4,0.03,0.35,0.09,0.87,0.41,0.56,0.01,0.62,0.48,2,2,0.51
"1075",0.18,0.76,0.01,0.9,0.1,0.06,0.78,0.03,0,0.5,0.47,1,1,0.17
"1076",0.08,0.62,0,1,0,0.14,0.61,0.12,0,0.59,0.61,1,1,0.09
"1077",0.05,0.9,0,0.95,0.03,0.02,0.85,0.09,0,0.44,0.3,1,1,0.03
"1078",0.11,0.64,0,0.9,0.11,0.09,0.66,0.09,0,0.44,0.49,1,1,0.15
"1079",0.13,0.72,0.01,0.5,0.6,0.02,0.67,0.01,0,0.41,0.29,2,2,0.17
"1080",0.25,0.58,0.01,0.96,0.01,0.07,0.53,0.13,0,0.56,0.45,1,1,0.14
"1081",0.06,0.67,0,0.96,0.04,0.06,0.66,0.12,0,0.46,0.42,1,1,0.03
"1082",0.2,0.52,0.01,0.87,0.08,0.13,0.48,0.09,0,0.74,0.23,1,2,0.34
"1083",0.01,0.96,0,0.98,0,0.17,0.91,0,0,0.18,0.12,1,1,0.05
"1084",0.22,0.48,0.01,0.97,0.03,0.04,0.43,0.18,0,0.57,0.44,1,1,0.24
"1085",0.09,0.91,0,0.81,0.21,0.08,0.87,0.06,0,0.04,0.23,2,1,0.07
"1086",0.29,0.44,0.02,0.8,0.24,0.11,0.43,0.12,0,0.59,0.53,2,1,0.33
"1087",0.15,0.63,0.02,0.89,0.02,0.1,0.56,0.05,0.07,0.61,0.42,1,2,0.09
"1088",0.18,0.78,0.01,0.8,0.16,0.05,0.78,0.1,0,0.37,0.22,1,2,0.11
"1089",0.13,0.7,0.02,0.98,0.01,0.06,0.64,0.03,0,0.61,0.49,1,1,0.1
"1090",0.04,0.96,0,0.91,0.07,0.01,0.94,0,0,0.13,0.15,1,1,0.02
"1091",0.19,0.57,0.01,0.75,0.13,0.17,0.51,0.1,0.01,0.66,0.75,1,1,0.25
"1092",0.5,0.44,0.06,0.59,0.22,0.26,0.48,0.38,0.05,0.5,0.51,2,1,0.37
"1093",0.05,0.74,0,0.97,0,0.12,0.75,0.33,0,0.19,0.42,1,1,0.07
"1094",1,0.18,0.04,0.02,1,0.3,0.19,0.73,0,0.64,0.72,2,1,0.71
"1095",0.17,0.63,0.01,0.97,0.04,0.06,0.61,0.18,0,0.46,0.55,1,1,0.18
"1096",0.63,0.31,0.03,0.43,0.72,0.11,0.32,0.42,0.01,0.51,0.59,2,1,0.28
"1097",0.17,0.66,0,0.97,0.01,0.08,0.62,0.13,0,0.47,0.49,1,1,0.44
"1098",0.08,0.77,0,0.92,0.02,0.09,0.71,0.07,0,0.53,0.53,1,1,0.09
"1099",0.19,0.53,0,0.9,0.11,0.08,0.46,0.1,0,0.73,0.72,1,1,0.19
"1100",0.28,0.47,0.59,0.58,0.14,0.48,0.5,0.53,0.1,0.6,0.61,2,1,0.28
"1101",0.04,0.84,0,0.98,0.01,0.03,0.8,0.1,0,0.4,0.24,1,1,0.03
"1102",0.03,0.94,0,0.84,0.02,0.04,0.94,0,0,0.02,0.04,1,2,0.04
"1103",0.12,0.86,0,0.88,0.09,0.08,0.83,0.06,0,0.48,0.29,1,1,0.32
"1104",0.43,0.27,0.01,0.73,0.33,0.06,0.22,0.24,0,0.63,0.59,2,1,0.19
"1105",0.2,0.66,0.02,0.78,0.05,0.37,0.69,0.17,0,0.37,0.52,2,1,0.16
"1106",0.22,0.48,0.01,0.97,0.03,0.06,0.4,0.22,0,0.58,0.64,1,1,0.09
"1107",0.13,0.75,0.01,0.66,0.23,0.17,0.73,0.04,0,0.47,0.4,2,1,0.05
"1108",0.09,0.7,0,0.83,0.07,0.21,0.71,0,0,0.33,0.42,2,1,0.11
"1109",0.51,0.51,0.11,0.56,0.53,0.21,0.49,0.42,0,0.57,0.52,2,1,0.36
"1110",0.13,0.88,0,0.95,0.03,0.04,0.86,0,0,0.35,0.22,1,1,0.09
"1111",0.1,0.66,0,0.91,0.09,0.07,0.63,0.16,0,0.48,0.31,1,1,0.03
"1112",0.08,0.88,0.01,0.95,0.03,0.03,0.85,0.19,0,0.32,0.3,1,1,0.05
"1113",0.06,0.82,0,0.92,0.04,0.02,0.78,0.05,0,0.16,0.24,1,1,0.05
"1114",0.03,0.82,0,0.97,0,0.07,0.83,0.05,0,0.33,0.26,1,1,0.13
"1115",0.02,0.86,0,0.96,0.02,0.02,0.85,0.05,0,0.17,0.32,1,2,0.05
"1116",0.14,0.76,0.01,0.83,0.09,0.22,0.74,0.01,0,0.5,0.57,2,1,0.12
"1117",0.22,0.51,0.01,0.76,0.19,0.11,0.5,0.53,0,0.56,0.62,2,1,0.47
"1118",0.18,0.68,0.01,0.8,0.18,0.1,0.68,0.3,0,0.5,0.53,2,1,0.17
"1119",0.11,0.77,0,0.92,0.05,0.09,0.77,0.04,0,0.43,0.45,1,1,0.17
"1120",0.87,0.14,0.08,0.1,1,0.23,0.19,0.43,0.05,0.55,0.7,2,1,1
"1121",0.15,0.74,0.05,0.55,0.07,0.32,0.75,0.05,0.03,0.41,0.46,2,2,0.2
"1122",0.07,0.81,0,0.93,0.04,0.04,0.81,0.04,0,0.42,0.26,1,1,0.08
"1123",0.11,0.67,0.01,0.81,0.07,0.11,0.64,0.29,0,0.56,0.45,1,2,0.09
"1124",0.18,0.67,0,0.81,0.23,0.06,0.65,0.03,0,0.72,0.56,2,1,0.1
"1125",0.12,0.84,0,0.76,0.13,0.08,0.79,0,0,0.29,0.19,1,2,0.03
"1126",0.68,0.16,0.02,0.31,0.87,0.3,0.18,0.04,0,0.42,0.57,2,1,0.71
"1127",0.21,0.62,0.02,0.59,0.1,0.39,0.59,0.06,0.01,0.8,0.69,2,2,0.17
"1128",0.03,0.93,0,0.77,0.02,0.09,0.91,0,0,0.22,0.12,1,2,0.02
"1129",0.29,0.59,0.05,0.74,0.03,0.45,0.55,0.09,0,0.83,0.62,2,2,0.2
"1130",0.38,0.6,0.02,0.9,0.11,0.07,0.53,0.32,0,0.54,0.6,1,1,0.38
"1131",0.27,0.8,0.01,0.68,0.24,0.12,0.75,0.06,0,0.75,0.4,2,2,0.09
"1132",0.07,0.7,0,0.88,0.02,0.11,0.63,0.13,0,0.57,0.58,2,1,0.06
"1133",0.19,0.81,0.01,0.99,0.01,0.09,0.81,0.26,0,0.44,0.28,1,2,0.05
"1134",0.09,0.85,0,0.96,0.01,0.08,0.84,0,0,0.42,0.35,1,1,0.05
"1135",1,0.12,0.78,0.48,0.53,1,0.19,0.75,0.61,0.95,0.86,2,2,1
"1136",0.12,0.55,0.01,0.96,0.05,0.05,0.53,0.25,0,0.53,0.53,1,1,0.21
"1137",0.24,0.61,0.02,0.73,0.19,0.2,0.63,0.17,0,0.66,0.4,2,2,0.29
"1138",0.14,0.8,0,0.92,0.02,0.06,0.77,0.15,0,0.5,0.36,1,2,0.04
"1139",0.17,0.68,0.01,0.57,0.08,0.4,0.68,0.14,0,0.62,0.52,2,2,0.12
"1140",0.14,0.65,0.01,0.98,0.01,0.05,0.61,0.03,0,0.64,0.68,1,1,0.06
"1141",0.38,0.5,0.01,0.92,0.08,0.07,0.5,0.92,0,0.46,0.62,1,1,0.21
"1142",0.13,0.76,0.01,0.96,0.03,0.04,0.77,0.18,0,0.39,0.37,1,1,0.06
"1143",0.4,0.57,0.03,0.61,0.04,0.62,0.61,0.05,0,0.66,0.59,2,2,0.51
"1144",0.13,0.82,0,0.9,0.09,0.07,0.79,0.03,0,0.41,0.57,1,1,0.07
"1145",0.38,0.61,0.01,0.71,0.35,0.1,0.6,0.03,0,0.57,0.56,2,1,0.21
"1146",0.16,0.71,0.01,0.82,0.21,0.1,0.71,0.63,0,0.19,0.36,2,1,0.39
"1147",0.96,0.42,0.05,0,0.02,1,0.47,0.2,0,0.99,0.36,2,2,0.66
"1148",0.09,0.73,0,0.99,0.01,0.05,0.7,0.3,0,0.54,0.42,1,1,0.03
"1149",0.01,0.95,0,0.95,0.02,0.01,0.97,0.37,0,0.05,0.12,1,1,0.06
"1150",0.6,0.09,0.02,0.3,0.88,0.28,0.11,0.3,0,0.5,0.62,2,1,0.53
"1151",0.07,0.83,0.01,0.88,0.09,0.05,0.8,0.01,0,0.34,0.4,1,2,0.08
"1152",0.42,0.44,0.09,0.81,0.08,0.13,0.39,0.64,0.03,0.53,0.49,1,2,0.59
"1153",0.05,0.62,0,0.98,0.01,0.05,0.61,0.09,0,0.55,0.58,1,1,0.12
"1154",0.41,0.39,0.03,0.86,0.17,0.05,0.35,0.07,0,0.57,0.53,1,1,0.29
"1155",1,0,0.14,0,1,0.27,0,1,0,0.42,0.73,2,1,1
"1156",0.03,0.86,0,0.84,0.06,0.14,0.86,0.34,0,0.33,0.38,2,2,0.03
"1157",0.16,0.63,0.03,0.79,0.15,0.15,0.62,0.09,0.01,0.59,0.65,1,1,0.29
"1158",0.21,0.4,0.02,0.87,0.01,0.22,0.38,0.05,0,0.97,0.56,2,2,0.38
"1159",0.02,0.95,0,0.97,0.01,0.01,0.97,0.09,0,0,0.24,1,2,0.06
"1160",0.84,0.23,0.61,0,0.86,0.56,0.18,0.8,0.69,0.79,0.73,2,2,1
"1161",0.45,0.55,0.02,0.38,0.01,0.95,0.59,0.16,0,0.59,0.24,2,2,0.3
"1162",0.16,0.63,0,0.95,0.01,0.11,0.57,0.12,0,0.58,0.68,1,1,0.16
"1163",0.15,0.7,0,0.89,0.01,0.18,0.69,0.02,0,0.47,0.45,2,1,0.29
"1164",0.04,0.95,0,0.97,0.01,0.01,0.95,0.04,0,0.13,0.07,1,1,0.02
"1165",0.37,0.54,0.09,0.36,0.76,0.12,0.55,0.09,0,0.44,0.57,2,1,0.19
"1166",0.39,0.43,0.03,0.56,0.05,0.52,0.39,0.28,0,0.69,0.89,2,2,0.38
"1167",0.2,0.49,0.01,0.62,0.48,0.17,0.52,0.19,0,0.51,0.44,2,1,0.31
"1168",0.01,0.88,0,0.99,0,0.03,0.84,0.97,0,0.59,0.52,1,1,0.07
"1169",0.4,0.47,0.01,0.81,0.07,0.09,0.42,0.2,0,0.38,0.48,2,1,0.11
"1170",0.28,0.56,0.06,0.24,0.41,0.42,0.57,0.15,0.02,0.51,0.56,2,2,0.6
"1171",0.29,0.44,0.01,0.83,0.21,0.16,0.48,0.45,0,0.56,0.58,2,1,0.54
"1172",0.6,0.54,0.11,0.11,0.03,1,0.58,0.09,0,0.91,0.3,2,2,0.45
"1173",0.17,0.62,0,0.89,0.02,0.1,0.55,0.03,0,0.81,0.76,1,2,0.22
"1174",0.07,0.94,0,0.87,0.06,0.03,0.93,0,0,0.23,0.23,1,1,0.02
"1175",0.04,0.94,0,0.96,0.02,0.02,0.92,0.09,0,0.23,0.2,1,1,0
"1176",0.23,0.56,0.02,0.93,0.01,0.15,0.53,0.17,0.01,0.53,0.69,1,1,0.22
"1177",0.13,0.77,0.02,0.98,0.01,0.06,0.72,0.3,0.19,0.46,0.3,1,1,0.13
"1178",0.12,0.72,0,0.93,0.04,0.22,0.64,0.2,0,0.66,0.09,1,1,0.06
"1179",0.09,0.82,0,0.92,0.01,0.08,0.79,0.04,0,0.3,0.45,1,1,0.11
"1180",0.03,0.94,0,0.95,0.01,0.03,0.91,0.01,0,0.42,0.3,1,1,0.03
"1181",0.47,0.39,0.03,0.71,0.29,0.36,0.39,0.26,0.05,0.9,0.85,2,2,0.69
"1182",0.15,0.71,0.01,0.74,0.24,0.15,0.7,0.05,0,0.27,0.39,2,1,0.19
"1183",0.72,0.23,0.05,0.27,0.92,0.22,0.27,0.17,0,0.46,0.52,2,1,0.69
"1184",0.45,0.49,0.02,0.58,0.05,0.96,0.5,0.34,0.02,0.63,0.44,2,2,0.41
"1185",0.04,0.92,0,0.91,0.02,0.03,0.89,0,0,0.22,0.22,1,1,0.08
"1186",0.2,0.65,0.02,0.69,0.31,0.33,0.64,0.14,0,0.51,0.52,2,2,0.31
"1187",0.07,0.89,0,0.91,0.09,0.02,0.85,0.09,0,0.19,0.09,1,1,0.08
"1188",0.51,0.51,0.28,0.51,0.05,1,0.64,0.25,0.58,0.75,0.3,2,2,0.45
"1189",0.06,0.78,0,0.98,0.01,0.04,0.77,0.06,0,0.41,0.27,1,1,0.2
"1190",0.08,0.69,0,0.93,0,0.14,0.64,0.13,0,0.47,0.6,1,1,0.19
"1191",0.2,0.62,0,0.97,0.01,0.09,0.59,0.13,0,0.62,0.51,1,1,0.03
"1192",0.09,0.69,0,0.84,0.02,0.16,0.64,0.04,0,0.48,0.69,2,1,0.15
"1193",0.21,0.48,0.01,0.59,0.38,0.32,0.47,0.28,0,0.55,0.62,2,2,0.54
"1194",0.06,0.82,0,0.97,0.01,0.03,0.79,0.02,0,0.54,0.29,1,1,0.02
"1195",0.36,0.64,0.01,0.77,0.26,0.12,0.66,0.24,0,0.51,0.48,2,1,0.1
"1196",0.17,0.71,0.01,0.95,0.03,0.06,0.69,0.1,0,0.68,0.26,1,2,0.31
"1197",0.81,0.2,0.06,0,1,0.29,0.16,0.65,0.01,0.66,0.7,2,1,0.65
"1198",0.1,0.83,0.01,0.84,0.07,0.1,0.83,0.11,0,0.49,0.26,1,2,0.06
"1199",0.03,0.88,0,0.97,0.01,0.05,0.86,0,0,0.18,0.23,1,1,0.02
"1200",0.12,0.58,0,0.95,0.05,0.07,0.54,0.2,0,0.64,0.42,1,1,0.06
"1201",0.64,0.38,0.12,0.52,0.57,0.19,0.36,0.17,0.07,0.65,0.47,2,1,0.82
"1202",0.09,0.8,0,0.88,0.09,0.07,0.8,0.09,0,0.38,0.17,1,2,0.02
"1203",0.19,0.53,0.01,0.92,0.01,0.15,0.51,0.38,0,0.57,0.73,1,1,0.14
"1204",0,0.92,0,0.98,0.01,0.02,0.9,0.14,0,0.17,0.15,1,1,0.03
"1205",0.09,0.72,0.01,0.9,0.07,0.29,0.73,0.19,0,0.56,0.39,2,2,0.4
"1206",0.1,0.89,0,0.94,0.03,0.07,0.87,0.25,0,0.38,0.27,1,1,0.05
"1207",0.09,0.71,0,0.92,0.01,0.12,0.67,0.14,0,0.5,0.59,1,1,0.12
"1208",0.47,0.47,0.02,0.58,0.53,0.33,0.48,0.56,0,0.43,0.45,2,1,0.61
"1209",1,0.15,0.06,0,1,0.4,0.13,0.59,0.01,0.83,0.69,2,2,1
"1210",0.04,0.9,0,0.85,0.02,0.1,0.86,0.05,0,0.18,0.32,1,2,0.15
"1211",0.11,0.76,0.01,0.78,0.16,0.09,0.78,0.14,0,0.42,0.27,1,2,0.09
"1212",0.32,0.49,0.27,0.77,0.15,0.16,0.46,0.42,0.34,0.62,0.81,1,2,0.76
"1213",0.15,0.79,0,0.99,0.01,0.05,0.78,0.15,0,0.38,0.48,1,1,0.02
"1214",0.1,0.83,0,0.96,0.02,0.06,0.81,0.07,0,0.42,0.31,1,1,0.06
"1215",0.09,0.86,0,0.97,0.03,0.01,0.84,0.05,0,0.2,0.18,1,1,0.03
"1216",0.06,0.89,0,0.83,0.09,0.21,0.89,0.02,0,0.07,0.32,2,1,0.06
"1217",0.28,0.58,0.01,0.6,0.11,0.63,0.59,0,0,0.64,0.58,2,2,0.2
"1218",0.41,0.37,0.01,0.73,0.34,0.18,0.37,0.13,0,0.64,0.72,2,1,0.25
"1219",0.02,0.97,0,0.96,0.01,0.02,0.96,0.05,0,0.09,0.08,1,1,0.07
"1220",0.07,0.74,0.01,0.97,0.01,0.04,0.7,0.07,0,0.42,0.43,1,1,0.06
"1221",0.4,0.53,0.03,0.55,0.15,0.5,0.52,0.02,0.27,0.55,0.72,2,2,0.19
"1222",0.02,0.91,0,0.96,0,0.01,0.85,0,0,0.23,0.18,1,1,0.06
"1223",0.2,0.49,0,0.82,0.22,0.07,0.47,0.28,0,0.55,0.63,2,1,0.16
"1224",0.2,0.67,0.04,0.69,0.18,0.28,0.68,0.32,0.01,0.48,0.5,2,1,0.19
"1225",0.17,0.68,0.02,0.91,0.02,0.13,0.65,0.14,0,0.45,0.56,1,1,0.14
"1226",0.13,0.74,0.01,0.86,0.02,0.18,0.73,0.09,0,0.62,0.28,2,2,0.18
"1227",0.13,0.72,0,0.88,0.05,0.1,0.72,0.02,0,0.64,0.38,1,2,0.11
"1228",0.09,0.72,0,0.83,0.18,0.04,0.7,0.08,0,0.36,0.5,2,1,0.22
"1229",0.06,0.9,0.01,0.93,0.04,0.04,0.91,0.2,0,0.27,0.16,1,1,0.03
"1230",0.08,0.49,0,0.93,0.01,0.21,0.53,0.03,0,0.75,0.87,1,1,0.33
"1231",0.24,0.56,0.01,0.82,0.16,0.05,0.51,0.5,0,0.47,0.43,1,1,0
"1232",0.17,0.78,0,0.86,0.14,0.09,0.81,0.18,0,0.36,0.39,1,1,0.01
"1233",0.23,0.56,0,0.98,0.02,0.05,0.54,1,0,0.4,0.55,1,1,0.37
"1234",0.37,0.49,0.04,0.9,0.05,0.11,0.44,0.1,0,0.67,0.49,1,1,0.15
"1235",0.08,0.82,0,0.99,0.01,0.07,0.82,0.34,0,0.42,0.37,1,1,0.04
"1236",0.27,0.52,0.01,0.83,0.15,0.11,0.56,0.37,0,0.49,0.5,2,1,0.35
"1237",0.15,0.85,0.01,0.68,0.03,0.39,0.9,0,0,0.21,0.31,2,2,0.1
"1238",0.62,0.29,0.02,0.59,0.48,0.23,0.32,0.12,0,0.53,0.6,2,2,0.46
"1239",0.01,0.82,0,0.98,0.01,0.02,0.77,0,0,0.39,0.37,1,1,0.04
"1240",0.16,0.53,0.01,0.74,0.07,0.12,0.54,0.21,0.02,0.57,0.6,1,1,0.18
"1241",0.42,0.52,0.15,0.58,0.18,0.35,0.51,0.31,0.07,0.52,0.63,2,1,0.4
"1242",0.14,0.7,0.01,0.95,0.02,0.07,0.63,0.04,0,0.51,0.4,1,1,0.06
"1243",0.06,0.89,0,0.93,0.04,0.05,0.93,0.08,0,0.11,0.18,1,1,0.01
"1244",0.04,0.8,0,0.99,0.01,0.04,0.82,0.02,0,0.37,0.23,1,1,0.03
"1245",0.63,0.29,0.49,0.58,0.5,0.09,0.25,1,0.15,0.61,0.55,2,1,0.52
"1246",0.07,0.87,0,0.99,0.01,0.08,0.81,0.03,0,0.46,0.31,1,1,0.03
"1247",0.32,0.51,0.05,0.8,0.24,0.09,0.49,0.59,0.01,0.55,0.53,2,1,0.27
"1248",0.24,0.69,0.03,0.8,0.13,0.19,0.7,0.09,0.09,0.54,0.43,1,2,0.11
"1249",0.05,0.92,0,0.96,0.02,0.02,0.94,0.09,0,0.12,0.08,1,1,0.03
"1250",0.06,0.88,0,0.93,0.02,0.04,0.86,0.07,0,0.47,0.33,1,1,0.17
"1251",0.33,0.51,0.05,0.48,0.55,0.25,0.51,0.29,0.01,0.58,0.55,2,1,0.47
"1252",0.07,0.72,0,0.84,0.03,0.11,0.7,0.11,0.05,0.44,0.63,1,2,0.22
"1253",0.09,0.79,0,0.83,0.21,0.1,0.81,0,0,0.22,0.31,2,1,0.06
"1254",0.43,0.37,0.02,0.32,0.81,0.23,0.4,0.28,0,0.5,0.58,2,1,0.39
"1255",0.08,0.77,0.01,0.86,0.02,0.07,0.71,0.23,0.02,0.64,0.48,1,2,0.12
"1256",0.04,0.9,0,0.95,0.02,0.03,0.88,0.22,0,0.24,0.15,1,1,0.02
"1257",0.03,0.72,0,0.93,0.07,0.06,0.73,0.02,0,0.46,0.53,1,1,0.26
"1258",0.37,0.61,0.06,0.51,0.17,0.62,0.62,0.15,0.06,0.45,0.48,2,2,0.55
"1259",0.24,0.73,0.03,0.63,0.05,0.54,0.76,0.02,0.02,0.47,0.4,2,2,0.21
"1260",0.15,0.55,0,0.94,0.01,0.14,0.5,0.35,0,0.61,0.75,1,1,0.12
"1261",0.09,0.84,0,0.64,0.34,0.09,0.87,0.1,0,0.4,0.24,2,1,0.1
"1262",0.61,0.22,0.02,0.27,0.92,0.22,0.22,0.23,0,0.44,0.61,2,1,0.41
"1263",1,0.07,1,0,1,0.36,0.06,1,0.25,0.7,0.7,2,1,0.84
"1264",0.2,0.66,0.03,0.68,0.07,0.33,0.66,0.06,0.31,0.66,0.55,2,2,0.18
"1265",0.08,0.88,0,0.85,0.11,0.05,0.86,0.17,0,0.34,0.23,1,2,0.04
"1266",0.27,0.56,0.04,0.65,0.39,0.19,0.56,0.31,0.02,0.52,0.62,2,1,0.34
"1267",0.03,0.9,0,0.91,0.03,0.03,0.89,0.11,0,0.26,0.26,1,1,0.07
"1268",0.14,0.64,0.02,0.97,0.02,0.04,0.55,0.07,0,0.68,0.57,1,1,0.05
"1269",0.04,0.92,0,0.98,0.02,0.02,0.91,0.07,0,0.24,0.2,1,1,0.02
"1270",0.53,0.45,0.02,0.46,0.52,0.33,0.43,0.16,0,0.75,1,2,1,0.31
"1271",0.84,0.27,0.04,0,0.84,1,0.26,0.79,0.15,0.79,0.63,2,2,0.97
"1272",0.22,0.61,0.04,0.63,0.12,0.37,0.61,0.46,0,0.55,0.62,2,1,0.33
"1273",0.22,0.78,0.01,0.7,0.22,0.13,0.76,0.08,0,0.62,0.36,2,2,0.12
"1274",1,0.12,0.07,0.1,1,0.26,0.14,0.22,0,0.47,0.56,2,1,1
"1275",0.69,0.21,0.02,0.24,0.96,0.27,0.25,0.21,0,0.45,0.5,2,1,0.96
"1276",0.28,0.7,0.01,0.73,0.15,0.28,0.79,0.28,0,0.21,0.41,2,1,0.25
"1277",0.11,0.78,0,0.98,0,0.05,0.74,0.09,0,0.43,0.4,1,1,0.03
"1278",0.05,0.8,0,0.96,0.01,0.05,0.79,0.11,0,0.33,0.23,1,1,0.12
"1279",0.19,0.61,0.01,0.82,0.06,0.12,0.61,0.12,0.05,0.45,0.73,2,2,0.14
"1280",0.27,0.49,0.02,0.75,0.09,0.34,0.47,0.03,0,0.76,0.79,2,2,0.52
"1281",0.14,0.74,0,0.75,0.31,0.08,0.74,0.02,0,0.34,0.47,2,1,0.05
"1282",0.11,0.93,0,0.68,0.1,0.12,0.94,0.02,0,0.12,0.22,2,2,0.09
"1283",0.26,0.49,0.01,0.8,0.15,0.1,0.44,0.15,0,0.46,0.61,2,1,0.14
"1284",0.26,0.41,0.02,0.75,0.3,0.11,0.41,0.15,0.01,0.69,0.76,2,1,0.36
"1285",0.11,0.81,0,0.77,0.08,0.14,0.83,0.14,0,0.11,0.35,1,2,0.04
"1286",0.51,0.44,0.39,0.38,0.16,0.6,0.41,0.35,0.28,0.62,0.57,2,2,0.59
"1287",0.16,0.69,0.01,0.99,0,0.07,0.65,0.24,0,0.54,0.46,1,1,0.49
"1288",0.29,0.53,0.01,0.69,0.06,0.4,0.52,0.14,0.15,0.76,0.72,2,2,0.53
"1289",0.17,0.59,0,0.85,0.18,0.07,0.56,0.14,0,0.57,0.47,2,1,0.06
"1290",0.09,0.62,0,0.71,0.34,0.09,0.61,0.05,0,0.58,0.29,2,1,0.19
"1291",0.35,0.49,0.03,0.61,0.1,0.4,0.5,0.39,0,0.52,0.52,2,2,0.28
"1292",0.2,0.57,0.01,0.83,0,0.34,0.54,0.08,0,0.54,0.65,2,2,0.14
"1293",0.81,0.43,0.04,0.39,0.75,0.24,0.46,0.74,0,0.54,0.56,2,1,0.9
"1294",0.14,0.51,0.01,0.96,0.04,0.08,0.48,0.34,0,0.61,0.72,1,1,0.05
"1295",0.13,0.69,0.01,0.9,0.07,0.12,0.68,0.04,0,0.79,0.44,1,2,0.15
"1296",0.74,0.19,0.09,0.23,0.96,0.25,0.25,1,0,0.53,0.61,2,1,1
"1297",0.54,0.41,0.01,0.67,0.39,0.1,0.36,0.68,0,0.47,0.47,2,1,0.21
"1298",0,0.99,0,0.96,0.02,0.01,0.98,0.06,0,0.15,0.16,1,1,0.02
"1299",0.19,0.8,0,0.92,0.02,0.14,0.73,0.26,0,0.65,0.2,1,2,0.07
"1300",0.54,0.35,0.03,0.42,0.73,0.19,0.38,0.27,0,0.55,0.59,2,1,0.21
"1301",0.26,0.55,0.01,0.71,0.18,0.18,0.54,0.32,0,0.53,0.87,2,1,0.21
"1302",0.34,0.39,0.01,0.7,0.38,0.11,0.4,0.18,0,0.61,0.77,2,1,0.4
"1303",0.03,0.96,0,0.94,0.01,0.03,0.97,0,0,0.15,0.08,1,1,0.04
"1304",0.24,0.59,0.05,0.56,0.01,0.9,0.64,0.25,0.01,0.6,0.29,2,2,0.31
"1305",0.13,0.79,0.01,0.93,0.06,0.03,0.75,0,0,0.51,0.44,1,1,0.2
"1306",0.12,0.68,0,0.97,0.03,0.09,0.65,0.03,0,0.61,0.6,1,1,0.05
"1307",0.3,0.53,0.22,0.69,0.26,0.13,0.51,0.84,0.21,0.56,0.7,2,1,0.54
"1308",0.36,0.49,0.02,0.41,0.18,0.82,0.55,0.18,0.05,0.51,0.54,2,2,0.54
"1309",0.19,0.63,0.01,0.92,0,0.18,0.57,0.13,0.16,0.5,0.45,1,2,0.11
"1310",0.05,0.73,0.01,0.97,0.02,0.07,0.72,0.01,0,0.39,0.39,1,1,0.13
"1311",0.66,0.34,0.02,0.53,0.6,0.29,0.34,0.29,0,0.5,0.5,2,1,0.42
"1312",0.33,0.58,0.01,0.87,0.13,0.06,0.54,0.08,0,0.5,0.32,1,1,0.06
"1313",0.19,0.27,0.01,0.87,0.08,0.3,0.25,0.1,0.06,0.89,0.96,1,1,0.7
"1314",0.36,0.53,0.72,0.72,0.1,0.33,0.54,0.29,0.63,0.57,0.69,2,2,0.45
"1315",0.06,0.83,0,0.97,0.01,0.04,0.84,0.25,0,0.18,0.25,1,1,0.15
"1316",0.17,0.68,0.02,0.92,0.02,0.09,0.69,0.15,0,0.46,0.28,1,1,0.15
"1317",0.09,0.7,0,0.76,0.27,0.05,0.66,0.04,0,0.39,0.44,2,1,0.12
"1318",0.03,0.8,0,0.91,0.1,0.06,0.78,0.19,0,0.28,0.42,1,1,0.11
"1319",0.03,1,0,0.92,0.02,0.01,0.97,0.1,0,0.2,0.2,1,2,0.03
"1320",0.2,0.59,0,0.9,0.08,0.07,0.54,0.04,0,0.59,0.57,1,1,0.09
"1321",0.3,0.46,0.02,0.66,0.23,0.13,0.48,0.12,0,0.52,0.72,2,1,0.3
"1322",0.21,0.58,0.03,0.65,0.15,0.35,0.61,0.36,0.01,0.52,0.52,2,1,0.39
"1323",0.04,0.81,0,0.99,0,0.02,0.8,0.16,0,0.36,0.41,1,1,0.05
"1324",0.07,0.65,0,0.86,0.05,0.14,0.59,0.18,0,0.53,0.29,2,1,0.03
